user_id,order_count,last_order_days,avg_order_value,total_orders,city
891,4,15,620,39,Mumbai
892,3,10,530,68,Mumbai
893,3,38,528,25,Mumbai
894,6,47,140,63,Mumbai
895,5,57,581,96,Delhi
896,1,50,226,30,Delhi
897,8,71,413,45,Mumbai
898,9,15,221,90,Delhi
899,4,18,123,61,Bangalore
900,7,82,223,51,Bangalore
901,3,88,412,98,Bangalore
902,7,2,576,9,Mumbai
903,5,84,475,76,Mumbai
904,6,43,134,2,Delhi
905,8,26,386,5,Delhi
906,2,71,502,62,Delhi
907,4,38,496,69,Bangalore
908,9,42,404,52,Bangalore
909,4,5,159,86,Bangalore
910,4,11,110,5,Bangalore
911,3,65,191,59,Delhi
912,4,34,637,68,Mumbai
913,4,1,643,9,Mumbai
914,6,83,551,93,Bangalore
915,7,2,153,22,Mumbai
916,3,85,632,27,Mumbai
917,6,20,558,10,Mumbai
918,8,61,668,80,Bangalore
919,7,87,466,61,Delhi
920,3,21,643,51,Delhi
921,4,88,512,10,Mumbai
922,6,68,491,6,Delhi
923,8,12,546,62,Delhi
924,3,22,678,5,Bangalore
925,4,20,327,70,Bangalore
926,3,82,660,63,Mumbai
927,8,1,199,56,Mumbai
928,1,30,146,59,Mumbai
929,3,24,652,63,Bangalore
930,7,14,406,89,Delhi
931,5,36,549,59,Bangalore
932,9,69,572,51,Bangalore
933,5,75,365,50,Delhi
934,4,24,687,4,Delhi
935,5,60,391,48,Mumbai
936,7,55,388,32,Delhi
937,3,77,176,51,Delhi
938,6,80,192,52,Delhi
939,7,24,535,99,Delhi
940,4,77,542,74,Mumbai
941,4,24,211,34,Mumbai
942,4,54,200,36,Delhi
943,3,26,276,70,Delhi
944,4,66,561,43,Mumbai
945,2,80,118,16,Mumbai
946,7,38,645,59,Delhi
947,6,65,591,53,Bangalore
948,7,75,553,19,Mumbai
949,5,51,240,98,Mumbai
950,4,35,368,89,Mumbai
951,5,43,279,95,Delhi
952,4,29,607,41,Delhi
953,7,37,582,81,Mumbai
954,5,81,327,47,Delhi
955,6,58,462,94,Delhi
956,5,54,297,54,Mumbai
957,2,39,166,55,Delhi
958,4,42,161,95,Bangalore
959,4,28,141,19,Delhi
960,6,29,579,62,Delhi
961,11,43,121,99,Mumbai
962,6,3,91,93,Mumbai
963,8,10,194,59,Bangalore
964,5,59,297,65,Delhi
965,3,14,185,68,Bangalore
966,5,76,607,28,Bangalore
967,1,47,551,18,Mumbai
968,8,42,466,26,Delhi
969,6,32,305,19,Mumbai
970,4,32,560,55,Bangalore
971,7,42,487,57,Bangalore
972,1,32,536,6,Mumbai
973,7,26,100,1,Mumbai
974,3,1,680,8,Mumbai
975,9,56,282,97,Mumbai
976,4,2,496,51,Mumbai
977,2,81,495,85,Bangalore
978,4,30,527,88,Mumbai
979,6,71,591,25,Delhi
980,2,52,164,47,Bangalore
981,1,9,246,55,Bangalore
982,7,22,463,64,Delhi
983,7,34,547,83,Delhi
984,6,49,151,93,Bangalore
985,8,1,600,10,Mumbai
986,7,73,552,56,Bangalore
987,5,84,337,12,Bangalore
988,6,53,354,33,Delhi
989,6,83,99,71,Bangalore
990,7,40,569,17,Mumbai
991,6,45,569,61,Delhi
992,3,68,405,10,Bangalore
993,3,9,608,31,Bangalore
994,1,22,168,60,Mumbai
995,5,18,565,70,Bangalore
996,3,76,429,17,Bangalore
997,9,43,163,50,Bangalore
998,8,39,466,37,Bangalore
999,4,73,166,82,Mumbai
1000,2,6,386,62,Bangalore
1001,29,4,620,174,Mumbai
1002,29,4,910,160,Bangalore
1003,27,4,1187,168,Mumbai
1004,28,4,1195,140,Mumbai
1005,15,2,1033,175,Delhi
1006,27,2,970,91,Bangalore
1007,24,3,1159,192,Mumbai
1008,23,3,677,92,Bangalore
1009,15,4,1141,98,Delhi
1010,15,4,884,123,Bangalore
1011,28,4,739,191,Mumbai
1012,29,3,1152,168,Mumbai
1013,26,4,881,174,Bangalore
1014,24,1,1161,138,Mumbai
1015,22,3,857,116,Mumbai
1016,20,1,959,104,Mumbai
1017,20,4,1039,95,Delhi
1018,26,2,869,117,Delhi
1019,23,1,733,122,Mumbai
1020,29,3,703,192,Bangalore
